llm_name,method_name,case_id,candidate_path,ground_truth_path,embedding_model,similarity_threshold,ground_truth_states,candidate_states,matched_state_pairs,missing_ground_truth_states,extra_candidate_states,ground_truth_state_count,candidate_state_count,matched_state_count,missing_state_count,extra_state_count,semantic_state_precision,semantic_state_recall,semantic_state_f1
DeepSeek_R1_14B,baseline_repair,case_32_e_visa_processing_and_follow_up_system,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_32_e_visa_processing_and_follow_up_system/diagram.puml,dataset/case_32_e_visa_processing_and_follow_up_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Accept Application"",""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Log Out"",""Login"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""Initial""]",[],"[""Accept Application"",""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Log Out"",""Login"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""Initial""]",17,1,0,17,1,0.0,0.0,0.0
DeepSeek_R1_14B,syntax_grounded_repair,case_32_e_visa_processing_and_follow_up_system,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_32_e_visa_processing_and_follow_up_system/diagram.puml,dataset/case_32_e_visa_processing_and_follow_up_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Accept Application"",""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Log Out"",""Login"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""ApplicationApproved"",""ApplicationProcessing"",""ApplicationRejected"",""ApplicationSubmitted"",""Initial"",""LoggedIn"",""LoggedOut"",""NotLoggedIn""]","[{""ground_truth_state"":""Log Out"",""candidate_state"":""LoggedOut"",""ground_truth_normalized"":""log out"",""candidate_normalized"":""logged out"",""similarity"":0.88936},{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""logged in"",""similarity"":0.850182}]","[""Accept Application"",""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""ApplicationApproved"",""ApplicationProcessing"",""ApplicationRejected"",""ApplicationSubmitted"",""Initial"",""NotLoggedIn""]",17,8,2,15,6,0.25,0.117647,0.16
Mistral,baseline_repair,case_32_e_visa_processing_and_follow_up_system,valid_diagrams/Mistral/baseline_repair/case_32_e_visa_processing_and_follow_up_system/diagram.puml,dataset/case_32_e_visa_processing_and_follow_up_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Accept Application"",""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Log Out"",""Login"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""Accepted"",""ApplyForVisa"",""CancelApplication"",""CheckStatus"",""Dashboard"",""GiveFeedback"",""LoggedIn"",""Logout"",""ModifyDetails"",""PaymentConfirmation"",""Settings"",""ViewDetails"",""ViewStatus""]","[{""ground_truth_state"":""Apply for Visa"",""candidate_state"":""ApplyForVisa"",""ground_truth_normalized"":""apply for visa"",""candidate_normalized"":""apply for visa"",""similarity"":1.0},{""ground_truth_state"":""Cancel Application"",""candidate_state"":""CancelApplication"",""ground_truth_normalized"":""cancel application"",""candidate_normalized"":""cancel application"",""similarity"":1.0},{""ground_truth_state"":""Check Status"",""candidate_state"":""CheckStatus"",""ground_truth_normalized"":""check status"",""candidate_normalized"":""check status"",""similarity"":1.0},{""ground_truth_state"":""Give Feedback"",""candidate_state"":""GiveFeedback"",""ground_truth_normalized"":""give feedback"",""candidate_normalized"":""give feedback"",""similarity"":1.0},{""ground_truth_state"":""Log Out"",""candidate_state"":""Logout"",""ground_truth_normalized"":""log out"",""candidate_normalized"":""logout"",""similarity"":0.868287},{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""logged in"",""similarity"":0.850182},{""ground_truth_state"":""Modify Details"",""candidate_state"":""ModifyDetails"",""ground_truth_normalized"":""modify details"",""candidate_normalized"":""modify details"",""similarity"":1.0},{""ground_truth_state"":""View Details"",""candidate_state"":""ViewDetails"",""ground_truth_normalized"":""view details"",""candidate_normalized"":""view details"",""similarity"":1.0},{""ground_truth_state"":""View Status"",""candidate_state"":""ViewStatus"",""ground_truth_normalized"":""view status"",""candidate_normalized"":""view status"",""similarity"":1.0}]","[""Accept Application"",""Accept Visa"",""Make Payment"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View purpose of application""]","[""Accepted"",""Dashboard"",""PaymentConfirmation"",""Settings""]",17,13,9,8,4,0.692308,0.529412,0.6
Mistral,syntax_grounded_repair,case_32_e_visa_processing_and_follow_up_system,valid_diagrams/Mistral/syntax_grounded_repair/case_32_e_visa_processing_and_follow_up_system/diagram.puml,dataset/case_32_e_visa_processing_and_follow_up_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Accept Application"",""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Log Out"",""Login"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""Accepted"",""ApplyForVisa"",""CancelApplication"",""CheckStatus"",""Dashboard"",""GiveFeedback"",""LoggedIn"",""Logout"",""ModifyDetails"",""PaymentConfirmation"",""Settings"",""ViewDetails"",""ViewStatus""]","[{""ground_truth_state"":""Apply for Visa"",""candidate_state"":""ApplyForVisa"",""ground_truth_normalized"":""apply for visa"",""candidate_normalized"":""apply for visa"",""similarity"":1.0},{""ground_truth_state"":""Cancel Application"",""candidate_state"":""CancelApplication"",""ground_truth_normalized"":""cancel application"",""candidate_normalized"":""cancel application"",""similarity"":1.0},{""ground_truth_state"":""Check Status"",""candidate_state"":""CheckStatus"",""ground_truth_normalized"":""check status"",""candidate_normalized"":""check status"",""similarity"":1.0},{""ground_truth_state"":""Give Feedback"",""candidate_state"":""GiveFeedback"",""ground_truth_normalized"":""give feedback"",""candidate_normalized"":""give feedback"",""similarity"":1.0},{""ground_truth_state"":""Log Out"",""candidate_state"":""Logout"",""ground_truth_normalized"":""log out"",""candidate_normalized"":""logout"",""similarity"":0.868287},{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""logged in"",""similarity"":0.850182},{""ground_truth_state"":""Modify Details"",""candidate_state"":""ModifyDetails"",""ground_truth_normalized"":""modify details"",""candidate_normalized"":""modify details"",""similarity"":1.0},{""ground_truth_state"":""View Details"",""candidate_state"":""ViewDetails"",""ground_truth_normalized"":""view details"",""candidate_normalized"":""view details"",""similarity"":1.0},{""ground_truth_state"":""View Status"",""candidate_state"":""ViewStatus"",""ground_truth_normalized"":""view status"",""candidate_normalized"":""view status"",""similarity"":1.0}]","[""Accept Application"",""Accept Visa"",""Make Payment"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View purpose of application""]","[""Accepted"",""Dashboard"",""PaymentConfirmation"",""Settings""]",17,13,9,8,4,0.692308,0.529412,0.6
DeepSeek_R1_14B,baseline_repair,case_33_farm_management_system,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_33_farm_management_system/diagram.puml,dataset/case_33_farm_management_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""labour availability"",""labour availability view"",""logout"",""market conditions"",""market conditions report"",""pest control techniques"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights"",""weather insights view""]","[""Idle"",""LabourAvailability"",""LoggedIn MainMenu"",""Logout"",""MarketConditions"",""PestControl"",""SoilSuggestions"",""WeatherInsights""]","[{""ground_truth_state"":""labour availability"",""candidate_state"":""LabourAvailability"",""ground_truth_normalized"":""labour availability"",""candidate_normalized"":""labour availability"",""similarity"":1.0},{""ground_truth_state"":""logout"",""candidate_state"":""Logout"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0},{""ground_truth_state"":""market conditions"",""candidate_state"":""MarketConditions"",""ground_truth_normalized"":""market conditions"",""candidate_normalized"":""market conditions"",""similarity"":1.0},{""ground_truth_state"":""pest control techniques"",""candidate_state"":""PestControl"",""ground_truth_normalized"":""pest control techniques"",""candidate_normalized"":""pest control"",""similarity"":0.892545},{""ground_truth_state"":""weather insights"",""candidate_state"":""WeatherInsights"",""ground_truth_normalized"":""weather insights"",""candidate_normalized"":""weather insights"",""similarity"":1.0}]","[""labour availability view"",""market conditions report"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights view""]","[""Idle"",""LoggedIn MainMenu"",""SoilSuggestions""]",13,8,5,8,3,0.625,0.384615,0.47619
DeepSeek_R1_14B,few_shot,case_33_farm_management_system,valid_diagrams/DeepSeek_R1_14B/few_shot/case_33_farm_management_system/diagram.puml,dataset/case_33_farm_management_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""labour availability"",""labour availability view"",""logout"",""market conditions"",""market conditions report"",""pest control techniques"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights"",""weather insights view""]","[""Idle"",""LabourAvailability"",""LoggedIn MainMenu"",""Logout"",""MarketConditions"",""PestControl"",""SoilSuggestions"",""WeatherInsights""]","[{""ground_truth_state"":""labour availability"",""candidate_state"":""LabourAvailability"",""ground_truth_normalized"":""labour availability"",""candidate_normalized"":""labour availability"",""similarity"":1.0},{""ground_truth_state"":""logout"",""candidate_state"":""Logout"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0},{""ground_truth_state"":""market conditions"",""candidate_state"":""MarketConditions"",""ground_truth_normalized"":""market conditions"",""candidate_normalized"":""market conditions"",""similarity"":1.0},{""ground_truth_state"":""pest control techniques"",""candidate_state"":""PestControl"",""ground_truth_normalized"":""pest control techniques"",""candidate_normalized"":""pest control"",""similarity"":0.892545},{""ground_truth_state"":""weather insights"",""candidate_state"":""WeatherInsights"",""ground_truth_normalized"":""weather insights"",""candidate_normalized"":""weather insights"",""similarity"":1.0}]","[""labour availability view"",""market conditions report"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights view""]","[""Idle"",""LoggedIn MainMenu"",""SoilSuggestions""]",13,8,5,8,3,0.625,0.384615,0.47619
DeepSeek_R1_14B,syntax_grounded_repair,case_33_farm_management_system,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_33_farm_management_system/diagram.puml,dataset/case_33_farm_management_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""labour availability"",""labour availability view"",""logout"",""market conditions"",""market conditions report"",""pest control techniques"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights"",""weather insights view""]","[""Idle"",""LabourAvailability"",""LoggedIn MainMenu"",""Logout"",""MarketConditions"",""PestControl"",""SoilSuggestions"",""WeatherInsights""]","[{""ground_truth_state"":""labour availability"",""candidate_state"":""LabourAvailability"",""ground_truth_normalized"":""labour availability"",""candidate_normalized"":""labour availability"",""similarity"":1.0},{""ground_truth_state"":""logout"",""candidate_state"":""Logout"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0},{""ground_truth_state"":""market conditions"",""candidate_state"":""MarketConditions"",""ground_truth_normalized"":""market conditions"",""candidate_normalized"":""market conditions"",""similarity"":1.0},{""ground_truth_state"":""pest control techniques"",""candidate_state"":""PestControl"",""ground_truth_normalized"":""pest control techniques"",""candidate_normalized"":""pest control"",""similarity"":0.892545},{""ground_truth_state"":""weather insights"",""candidate_state"":""WeatherInsights"",""ground_truth_normalized"":""weather insights"",""candidate_normalized"":""weather insights"",""similarity"":1.0}]","[""labour availability view"",""market conditions report"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights view""]","[""Idle"",""LoggedIn MainMenu"",""SoilSuggestions""]",13,8,5,8,3,0.625,0.384615,0.47619
Llama_3.1_8B,syntax_grounded_repair,case_33_farm_management_system,valid_diagrams/Llama_3.1_8B/syntax_grounded_repair/case_33_farm_management_system/diagram.puml,dataset/case_33_farm_management_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""labour availability"",""labour availability view"",""logout"",""market conditions"",""market conditions report"",""pest control techniques"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights"",""weather insights view""]","[""Labour Availability"",""Logged In"",""Logged Out"",""Main Area"",""Market Conditions"",""Market Report"",""Pest Control Help"",""Pest Control Techniques"",""Session Ended"",""Soil Suggestions"",""Weather Insights""]","[{""ground_truth_state"":""labour availability"",""candidate_state"":""Labour Availability"",""ground_truth_normalized"":""labour availability"",""candidate_normalized"":""labour availability"",""similarity"":1.0},{""ground_truth_state"":""logout"",""candidate_state"":""Logged Out"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logged out"",""similarity"":0.805794},{""ground_truth_state"":""market conditions"",""candidate_state"":""Market Conditions"",""ground_truth_normalized"":""market conditions"",""candidate_normalized"":""market conditions"",""similarity"":1.0},{""ground_truth_state"":""market conditions report"",""candidate_state"":""Market Report"",""ground_truth_normalized"":""market conditions report"",""candidate_normalized"":""market report"",""similarity"":0.808552},{""ground_truth_state"":""pest control techniques"",""candidate_state"":""Pest Control Techniques"",""ground_truth_normalized"":""pest control techniques"",""candidate_normalized"":""pest control techniques"",""similarity"":1.0},{""ground_truth_state"":""weather insights"",""candidate_state"":""Weather Insights"",""ground_truth_normalized"":""weather insights"",""candidate_normalized"":""weather insights"",""similarity"":1.0}]","[""labour availability view"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights view""]","[""Logged In"",""Main Area"",""Pest Control Help"",""Session Ended"",""Soil Suggestions""]",13,11,6,7,5,0.545455,0.461538,0.5
Mistral,baseline_repair,case_33_farm_management_system,valid_diagrams/Mistral/baseline_repair/case_33_farm_management_system/diagram.puml,dataset/case_33_farm_management_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""labour availability"",""labour availability view"",""logout"",""market conditions"",""market conditions report"",""pest control techniques"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights"",""weather insights view""]","[""Continue"",""Dashboard"",""LabourAvailability"",""LoggedIn"",""MarketConditions"",""MarketReport"",""PestControlHelp"",""PestControlTechniques"",""PhotoRequired"",""Results"",""SoilInfo"",""Suggestions"",""WeatherInsights""]","[{""ground_truth_state"":""labour availability"",""candidate_state"":""LabourAvailability"",""ground_truth_normalized"":""labour availability"",""candidate_normalized"":""labour availability"",""similarity"":1.0},{""ground_truth_state"":""market conditions"",""candidate_state"":""MarketConditions"",""ground_truth_normalized"":""market conditions"",""candidate_normalized"":""market conditions"",""similarity"":1.0},{""ground_truth_state"":""market conditions report"",""candidate_state"":""MarketReport"",""ground_truth_normalized"":""market conditions report"",""candidate_normalized"":""market report"",""similarity"":0.808552},{""ground_truth_state"":""pest control techniques"",""candidate_state"":""PestControlTechniques"",""ground_truth_normalized"":""pest control techniques"",""candidate_normalized"":""pest control techniques"",""similarity"":1.0},{""ground_truth_state"":""weather insights"",""candidate_state"":""WeatherInsights"",""ground_truth_normalized"":""weather insights"",""candidate_normalized"":""weather insights"",""similarity"":1.0}]","[""labour availability view"",""logout"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights view""]","[""Continue"",""Dashboard"",""LoggedIn"",""PestControlHelp"",""PhotoRequired"",""Results"",""SoilInfo"",""Suggestions""]",13,13,5,8,8,0.384615,0.384615,0.384615
DeepSeek_R1_14B,baseline_repair,case_34_green_rides,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_34_green_rides/diagram.puml,dataset/case_34_green_rides/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""accident"",""details"",""drive mode"",""feedback"",""from and to"",""menu"",""notify"",""order""]","[""AccidentReport"",""DrivingMode"",""Feedback"",""Hungry"",""Initial"",""JourneyDetails"",""LoggedIn"",""Logout"",""Notifications"",""Ordering"",""RestaurantSelection""]","[{""ground_truth_state"":""drive mode"",""candidate_state"":""DrivingMode"",""ground_truth_normalized"":""drive mode"",""candidate_normalized"":""driving mode"",""similarity"":0.845288},{""ground_truth_state"":""feedback"",""candidate_state"":""Feedback"",""ground_truth_normalized"":""feedback"",""candidate_normalized"":""feedback"",""similarity"":1.0},{""ground_truth_state"":""order"",""candidate_state"":""Ordering"",""ground_truth_normalized"":""order"",""candidate_normalized"":""ordering"",""similarity"":0.893557}]","[""accident"",""details"",""from and to"",""menu"",""notify""]","[""AccidentReport"",""Hungry"",""Initial"",""JourneyDetails"",""LoggedIn"",""Logout"",""Notifications"",""RestaurantSelection""]",8,11,3,5,8,0.272727,0.375,0.315789
DeepSeek_R1_14B,syntax_grounded_repair,case_34_green_rides,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_34_green_rides/diagram.puml,dataset/case_34_green_rides/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""accident"",""details"",""drive mode"",""feedback"",""from and to"",""menu"",""notify"",""order""]","[""AccidentReport"",""DrivingMode"",""Feedback"",""Hungry"",""Initial"",""JourneyDetails"",""LoggedIn"",""Logout"",""Notifications"",""Ordering"",""RestaurantSelection""]","[{""ground_truth_state"":""drive mode"",""candidate_state"":""DrivingMode"",""ground_truth_normalized"":""drive mode"",""candidate_normalized"":""driving mode"",""similarity"":0.845288},{""ground_truth_state"":""feedback"",""candidate_state"":""Feedback"",""ground_truth_normalized"":""feedback"",""candidate_normalized"":""feedback"",""similarity"":1.0},{""ground_truth_state"":""order"",""candidate_state"":""Ordering"",""ground_truth_normalized"":""order"",""candidate_normalized"":""ordering"",""similarity"":0.893557}]","[""accident"",""details"",""from and to"",""menu"",""notify""]","[""AccidentReport"",""Hungry"",""Initial"",""JourneyDetails"",""LoggedIn"",""Logout"",""Notifications"",""RestaurantSelection""]",8,11,3,5,8,0.272727,0.375,0.315789
Llama_3.1_8B,baseline_repair,case_34_green_rides,valid_diagrams/Llama_3.1_8B/baseline_repair/case_34_green_rides/diagram.puml,dataset/case_34_green_rides/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""accident"",""details"",""drive mode"",""feedback"",""from and to"",""menu"",""notify"",""order""]","[""Accident"",""DrivingMode"",""EatPlace"",""Feedback"",""JourneyDetails"",""Login"",""OtherOptions""]","[{""ground_truth_state"":""accident"",""candidate_state"":""Accident"",""ground_truth_normalized"":""accident"",""candidate_normalized"":""accident"",""similarity"":1.0},{""ground_truth_state"":""drive mode"",""candidate_state"":""DrivingMode"",""ground_truth_normalized"":""drive mode"",""candidate_normalized"":""driving mode"",""similarity"":0.845288},{""ground_truth_state"":""feedback"",""candidate_state"":""Feedback"",""ground_truth_normalized"":""feedback"",""candidate_normalized"":""feedback"",""similarity"":1.0}]","[""details"",""from and to"",""menu"",""notify"",""order""]","[""EatPlace"",""JourneyDetails"",""Login"",""OtherOptions""]",8,7,3,5,4,0.428571,0.375,0.4
Llama_3.1_8B,few_shot,case_34_green_rides,valid_diagrams/Llama_3.1_8B/few_shot/case_34_green_rides/diagram.puml,dataset/case_34_green_rides/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""accident"",""details"",""drive mode"",""feedback"",""from and to"",""menu"",""notify"",""order""]","[""Accident"",""DrivingMode"",""EatPlace"",""Feedback"",""JourneyDetails"",""Login"",""OtherOptions""]","[{""ground_truth_state"":""accident"",""candidate_state"":""Accident"",""ground_truth_normalized"":""accident"",""candidate_normalized"":""accident"",""similarity"":1.0},{""ground_truth_state"":""drive mode"",""candidate_state"":""DrivingMode"",""ground_truth_normalized"":""drive mode"",""candidate_normalized"":""driving mode"",""similarity"":0.845288},{""ground_truth_state"":""feedback"",""candidate_state"":""Feedback"",""ground_truth_normalized"":""feedback"",""candidate_normalized"":""feedback"",""similarity"":1.0}]","[""details"",""from and to"",""menu"",""notify"",""order""]","[""EatPlace"",""JourneyDetails"",""Login"",""OtherOptions""]",8,7,3,5,4,0.428571,0.375,0.4
Llama_3.1_8B,syntax_grounded_repair,case_34_green_rides,valid_diagrams/Llama_3.1_8B/syntax_grounded_repair/case_34_green_rides/diagram.puml,dataset/case_34_green_rides/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""accident"",""details"",""drive mode"",""feedback"",""from and to"",""menu"",""notify"",""order""]","[""Accident"",""DrivingMode"",""EatPlace"",""Feedback"",""JourneyDetails"",""Login"",""OtherOptions""]","[{""ground_truth_state"":""accident"",""candidate_state"":""Accident"",""ground_truth_normalized"":""accident"",""candidate_normalized"":""accident"",""similarity"":1.0},{""ground_truth_state"":""drive mode"",""candidate_state"":""DrivingMode"",""ground_truth_normalized"":""drive mode"",""candidate_normalized"":""driving mode"",""similarity"":0.845288},{""ground_truth_state"":""feedback"",""candidate_state"":""Feedback"",""ground_truth_normalized"":""feedback"",""candidate_normalized"":""feedback"",""similarity"":1.0}]","[""details"",""from and to"",""menu"",""notify"",""order""]","[""EatPlace"",""JourneyDetails"",""Login"",""OtherOptions""]",8,7,3,5,4,0.428571,0.375,0.4
Qwen_2.5_7B,few_shot,case_34_green_rides,valid_diagrams/Qwen_2.5_7B/few_shot/case_34_green_rides/diagram.puml,dataset/case_34_green_rides/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""accident"",""details"",""drive mode"",""feedback"",""from and to"",""menu"",""notify"",""order""]","[""Accident"",""Driving Mode"",""Feedback"",""Final"",""Login"",""Order Food"",""Select Place to Eat"",""View Journey Details""]","[{""ground_truth_state"":""accident"",""candidate_state"":""Accident"",""ground_truth_normalized"":""accident"",""candidate_normalized"":""accident"",""similarity"":1.0},{""ground_truth_state"":""drive mode"",""candidate_state"":""Driving Mode"",""ground_truth_normalized"":""drive mode"",""candidate_normalized"":""driving mode"",""similarity"":0.845288},{""ground_truth_state"":""feedback"",""candidate_state"":""Feedback"",""ground_truth_normalized"":""feedback"",""candidate_normalized"":""feedback"",""similarity"":1.0}]","[""details"",""from and to"",""menu"",""notify"",""order""]","[""Final"",""Login"",""Order Food"",""Select Place to Eat"",""View Journey Details""]",8,8,3,5,5,0.375,0.375,0.375
Qwen_2.5_7B,syntax_grounded_repair,case_34_green_rides,valid_diagrams/Qwen_2.5_7B/syntax_grounded_repair/case_34_green_rides/diagram.puml,dataset/case_34_green_rides/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""accident"",""details"",""drive mode"",""feedback"",""from and to"",""menu"",""notify"",""order""]","[""Accident Notification"",""Driving Mode"",""Driving Notifications"",""Journey Details"",""Order Confirmation"",""Place to Eat""]","[{""ground_truth_state"":""drive mode"",""candidate_state"":""Driving Mode"",""ground_truth_normalized"":""drive mode"",""candidate_normalized"":""driving mode"",""similarity"":0.845288}]","[""accident"",""details"",""feedback"",""from and to"",""menu"",""notify"",""order""]","[""Accident Notification"",""Driving Notifications"",""Journey Details"",""Order Confirmation"",""Place to Eat""]",8,6,1,7,5,0.166667,0.125,0.142857
DeepSeek_R1_14B,baseline_repair,case_37_online_quiz_system,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_37_online_quiz_system/diagram.puml,dataset/case_37_online_quiz_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""answer quiz"",""answer quiz by student"",""Create quiz/edit quiz by teacher"",""edit quiz"",""feedback"",""new quiz"",""post quiz"",""quiz answer and result"",""Registration or login"",""s2"",""s3"",""save draft"",""select quiz"",""student profile"",""submit"",""Teacher profile"",""view result""]","[""AnsweringQuiz"",""CreatingQuiz"",""EditingQuiz"",""LoggedIn"",""SelectingQuiz"",""Start"",""StudentMenu"",""SubmittingQuiz"",""TeacherMenu"",""ViewingQuizResults"",""ViewingResult""]","[{""ground_truth_state"":""answer quiz"",""candidate_state"":""AnsweringQuiz"",""ground_truth_normalized"":""answer quiz"",""candidate_normalized"":""answering quiz"",""similarity"":0.89004},{""ground_truth_state"":""Create quiz/edit quiz by teacher"",""candidate_state"":""CreatingQuiz"",""ground_truth_normalized"":""create quiz/edit quiz by teacher"",""candidate_normalized"":""creating quiz"",""similarity"":0.83278},{""ground_truth_state"":""edit quiz"",""candidate_state"":""EditingQuiz"",""ground_truth_normalized"":""edit quiz"",""candidate_normalized"":""editing quiz"",""similarity"":0.902877},{""ground_truth_state"":""select quiz"",""candidate_state"":""SelectingQuiz"",""ground_truth_normalized"":""select quiz"",""candidate_normalized"":""selecting quiz"",""similarity"":0.931614},{""ground_truth_state"":""view result"",""candidate_state"":""ViewingResult"",""ground_truth_normalized"":""view result"",""candidate_normalized"":""viewing result"",""similarity"":0.921011}]","[""answer quiz by student"",""feedback"",""new quiz"",""post quiz"",""quiz answer and result"",""Registration or login"",""s2"",""s3"",""save draft"",""student profile"",""submit"",""Teacher profile""]","[""LoggedIn"",""Start"",""StudentMenu"",""SubmittingQuiz"",""TeacherMenu"",""ViewingQuizResults""]",17,11,5,12,6,0.454545,0.294118,0.357143
DeepSeek_R1_14B,syntax_grounded_repair,case_37_online_quiz_system,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_37_online_quiz_system/diagram.puml,dataset/case_37_online_quiz_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""answer quiz"",""answer quiz by student"",""Create quiz/edit quiz by teacher"",""edit quiz"",""feedback"",""new quiz"",""post quiz"",""quiz answer and result"",""Registration or login"",""s2"",""s3"",""save draft"",""select quiz"",""student profile"",""submit"",""Teacher profile"",""view result""]","[""AnsweringQuiz"",""CreatingQuiz"",""EditingQuiz"",""LoggedIn"",""SelectingQuiz"",""Start"",""StudentMenu"",""SubmittingQuiz"",""TeacherMenu"",""ViewingQuizResults"",""ViewingResult""]","[{""ground_truth_state"":""answer quiz"",""candidate_state"":""AnsweringQuiz"",""ground_truth_normalized"":""answer quiz"",""candidate_normalized"":""answering quiz"",""similarity"":0.89004},{""ground_truth_state"":""Create quiz/edit quiz by teacher"",""candidate_state"":""CreatingQuiz"",""ground_truth_normalized"":""create quiz/edit quiz by teacher"",""candidate_normalized"":""creating quiz"",""similarity"":0.83278},{""ground_truth_state"":""edit quiz"",""candidate_state"":""EditingQuiz"",""ground_truth_normalized"":""edit quiz"",""candidate_normalized"":""editing quiz"",""similarity"":0.902877},{""ground_truth_state"":""select quiz"",""candidate_state"":""SelectingQuiz"",""ground_truth_normalized"":""select quiz"",""candidate_normalized"":""selecting quiz"",""similarity"":0.931614},{""ground_truth_state"":""view result"",""candidate_state"":""ViewingResult"",""ground_truth_normalized"":""view result"",""candidate_normalized"":""viewing result"",""similarity"":0.921011}]","[""answer quiz by student"",""feedback"",""new quiz"",""post quiz"",""quiz answer and result"",""Registration or login"",""s2"",""s3"",""save draft"",""student profile"",""submit"",""Teacher profile""]","[""LoggedIn"",""Start"",""StudentMenu"",""SubmittingQuiz"",""TeacherMenu"",""ViewingQuizResults""]",17,11,5,12,6,0.454545,0.294118,0.357143
