source,case_id,complexity,model,method,metric,score,diagram_name
main_human_evaluation,case_60_atm_2,simple,Qwen 2.5 7B Instruct,One-shot,Terminology alignment,3.0,qwen_2_5_7b_instruct__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Qwen 2.5 7B Instruct,One-shot,Completeness,4.0,qwen_2_5_7b_instruct__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Qwen 2.5 7B Instruct,One-shot,Correctness,3.0,qwen_2_5_7b_instruct__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Qwen 2.5 7B Instruct,One-shot,Understandability,3.0,qwen_2_5_7b_instruct__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Qwen 2.5 7B Instruct,One-shot,Terminology alignment,3.0,qwen_2_5_7b_instruct__one_shot__run_01.png
main_human_evaluation,case_65_plane,simple,Llama 3.1 8B Instruct,One-shot,Completeness,4.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_65_plane,simple,Llama 3.1 8B Instruct,One-shot,Correctness,4.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_65_plane,simple,Llama 3.1 8B Instruct,One-shot,Understandability,5.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_65_plane,simple,Llama 3.1 8B Instruct,One-shot,Terminology alignment,4.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_65_plane,simple,Llama 3.1 8B Instruct,One-shot,Completeness,3.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_65_plane,simple,Llama 3.1 8B Instruct,One-shot,Correctness,4.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_65_plane,simple,Llama 3.1 8B Instruct,One-shot,Understandability,5.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_65_plane,simple,Llama 3.1 8B Instruct,One-shot,Terminology alignment,4.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_65_plane,simple,Qwen 2.5 7B Instruct,RAG,Completeness,3.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_65_plane,simple,Qwen 2.5 7B Instruct,RAG,Correctness,3.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_65_plane,simple,Qwen 2.5 7B Instruct,RAG,Understandability,4.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_65_plane,simple,Qwen 2.5 7B Instruct,RAG,Terminology alignment,2.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_65_plane,simple,Qwen 2.5 7B Instruct,RAG,Completeness,3.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_65_plane,simple,Qwen 2.5 7B Instruct,RAG,Correctness,2.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_65_plane,simple,Qwen 2.5 7B Instruct,RAG,Understandability,3.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_65_plane,simple,Qwen 2.5 7B Instruct,RAG,Terminology alignment,2.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_67_atm_many_scenarios_1,medium,Llama 3.1 8B Instruct,Few-shot,Completeness,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_67_atm_many_scenarios_1,medium,Llama 3.1 8B Instruct,Few-shot,Correctness,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_67_atm_many_scenarios_1,medium,Llama 3.1 8B Instruct,Few-shot,Understandability,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_67_atm_many_scenarios_1,medium,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_67_atm_many_scenarios_1,medium,Llama 3.1 8B Instruct,Few-shot,Completeness,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_67_atm_many_scenarios_1,medium,Llama 3.1 8B Instruct,Few-shot,Correctness,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_67_atm_many_scenarios_1,medium,Llama 3.1 8B Instruct,Few-shot,Understandability,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_67_atm_many_scenarios_1,medium,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_70_atm_many_scenarios_7,medium,Llama 3.1 8B Instruct,One-shot,Completeness,3.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_70_atm_many_scenarios_7,medium,Llama 3.1 8B Instruct,One-shot,Correctness,2.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_70_atm_many_scenarios_7,medium,Llama 3.1 8B Instruct,One-shot,Understandability,5.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_70_atm_many_scenarios_7,medium,Llama 3.1 8B Instruct,One-shot,Terminology alignment,5.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_70_atm_many_scenarios_7,medium,Llama 3.1 8B Instruct,One-shot,Completeness,2.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_70_atm_many_scenarios_7,medium,Llama 3.1 8B Instruct,One-shot,Correctness,1.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_70_atm_many_scenarios_7,medium,Llama 3.1 8B Instruct,One-shot,Understandability,2.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_70_atm_many_scenarios_7,medium,Llama 3.1 8B Instruct,One-shot,Terminology alignment,3.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,DeepSeek R1 14B,Few-shot,Completeness,5.0,deepseek_r1_14b__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,DeepSeek R1 14B,Few-shot,Correctness,5.0,deepseek_r1_14b__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,DeepSeek R1 14B,Few-shot,Understandability,5.0,deepseek_r1_14b__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,DeepSeek R1 14B,Few-shot,Terminology alignment,5.0,deepseek_r1_14b__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,DeepSeek R1 14B,Few-shot,Completeness,5.0,deepseek_r1_14b__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,DeepSeek R1 14B,Few-shot,Correctness,5.0,deepseek_r1_14b__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,DeepSeek R1 14B,Few-shot,Understandability,5.0,deepseek_r1_14b__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,DeepSeek R1 14B,Few-shot,Terminology alignment,4.0,deepseek_r1_14b__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,Few-shot,Completeness,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,Few-shot,Correctness,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,Few-shot,Understandability,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,Few-shot,Completeness,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,Few-shot,Correctness,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,Few-shot,Understandability,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,One-shot,Completeness,5.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,One-shot,Correctness,5.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,One-shot,Understandability,5.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,One-shot,Terminology alignment,5.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,One-shot,Completeness,3.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,One-shot,Correctness,3.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,One-shot,Understandability,3.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Llama 3.1 8B Instruct,One-shot,Terminology alignment,3.0,llama_3_1_8b_instruct__one_shot__run_01.png
main_human_evaluation,case_75_graderate,simple,Qwen 2.5 7B Instruct,RAG,Completeness,3.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Qwen 2.5 7B Instruct,RAG,Correctness,2.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Qwen 2.5 7B Instruct,RAG,Understandability,4.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Qwen 2.5 7B Instruct,RAG,Terminology alignment,5.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Qwen 2.5 7B Instruct,RAG,Completeness,3.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Qwen 2.5 7B Instruct,RAG,Correctness,2.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Qwen 2.5 7B Instruct,RAG,Understandability,3.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Qwen 2.5 7B Instruct,RAG,Terminology alignment,3.0,qwen_2_5_7b_instruct__rag__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Completeness,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Correctness,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Understandability,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Completeness,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Correctness,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Understandability,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Completeness,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Correctness,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Understandability,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_01_healthcare_portal,complex,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Completeness,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Correctness,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Understandability,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Completeness,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Correctness,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Understandability,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Completeness,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Correctness,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Understandability,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Completeness,1.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Correctness,2.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Understandability,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Completeness,2.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Correctness,1.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Understandability,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Completeness,3.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Correctness,4.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Understandability,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_39_website_development,medium,Llama 3.1 8B Instruct,Few-shot,Terminology alignment,5.0,llama_3_1_8b_instruct__few_shot__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,Mistral,Few-shot,Completeness,4.0,mistral__few_shot__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,Mistral,Few-shot,Correctness,4.0,mistral__few_shot__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,Mistral,Few-shot,Understandability,5.0,mistral__few_shot__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,Mistral,Few-shot,Terminology alignment,5.0,mistral__few_shot__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,Mistral,Few-shot,Completeness,4.0,mistral__few_shot__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,Mistral,Few-shot,Correctness,4.0,mistral__few_shot__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,Mistral,Few-shot,Understandability,4.0,mistral__few_shot__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,Mistral,Few-shot,Terminology alignment,5.0,mistral__few_shot__run_01.png
main_human_evaluation,case_41_video_suggestion_system,medium,Mistral,RAG,Completeness,2.0,mistral__rag__run_01.png
main_human_evaluation,case_41_video_suggestion_system,medium,Mistral,RAG,Correctness,2.0,mistral__rag__run_01.png
main_human_evaluation,case_41_video_suggestion_system,medium,Mistral,RAG,Understandability,4.0,mistral__rag__run_01.png
main_human_evaluation,case_41_video_suggestion_system,medium,Mistral,RAG,Terminology alignment,5.0,mistral__rag__run_01.png
main_human_evaluation,case_41_video_suggestion_system,medium,Mistral,RAG,Completeness,5.0,mistral__rag__run_01.png
main_human_evaluation,case_41_video_suggestion_system,medium,Mistral,RAG,Correctness,4.0,mistral__rag__run_01.png
main_human_evaluation,case_41_video_suggestion_system,medium,Mistral,RAG,Understandability,5.0,mistral__rag__run_01.png
main_human_evaluation,case_41_video_suggestion_system,medium,Mistral,RAG,Terminology alignment,5.0,mistral__rag__run_01.png
main_human_evaluation,case_51_process_sale,simple,Mistral,RAG,Completeness,3.0,mistral__rag__run_01.png
main_human_evaluation,case_51_process_sale,simple,Mistral,RAG,Correctness,3.0,mistral__rag__run_01.png
main_human_evaluation,case_51_process_sale,simple,Mistral,RAG,Understandability,4.0,mistral__rag__run_01.png
main_human_evaluation,case_51_process_sale,simple,Mistral,RAG,Terminology alignment,4.0,mistral__rag__run_01.png
main_human_evaluation,case_51_process_sale,simple,Mistral,RAG,Completeness,4.0,mistral__rag__run_01.png
main_human_evaluation,case_51_process_sale,simple,Mistral,RAG,Correctness,3.0,mistral__rag__run_01.png
main_human_evaluation,case_51_process_sale,simple,Mistral,RAG,Understandability,5.0,mistral__rag__run_01.png
main_human_evaluation,case_51_process_sale,simple,Mistral,RAG,Terminology alignment,4.0,mistral__rag__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,One-shot,Completeness,5.0,mistral__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,One-shot,Correctness,5.0,mistral__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,One-shot,Understandability,4.0,mistral__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,One-shot,Terminology alignment,4.0,mistral__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,One-shot,Completeness,5.0,mistral__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,One-shot,Correctness,4.0,mistral__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,One-shot,Understandability,5.0,mistral__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,One-shot,Terminology alignment,3.0,mistral__one_shot__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,RAG,Completeness,3.0,mistral__rag__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,RAG,Correctness,4.0,mistral__rag__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,RAG,Understandability,5.0,mistral__rag__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,RAG,Terminology alignment,3.0,mistral__rag__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,RAG,Completeness,5.0,mistral__rag__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,RAG,Correctness,4.0,mistral__rag__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,RAG,Understandability,5.0,mistral__rag__run_01.png
main_human_evaluation,case_60_atm_2,simple,Mistral,RAG,Terminology alignment,4.0,mistral__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Mistral,RAG,Completeness,5.0,mistral__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Mistral,RAG,Correctness,5.0,mistral__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Mistral,RAG,Understandability,5.0,mistral__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Mistral,RAG,Terminology alignment,3.0,mistral__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Mistral,RAG,Completeness,5.0,mistral__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Mistral,RAG,Correctness,5.0,mistral__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Mistral,RAG,Understandability,5.0,mistral__rag__run_01.png
main_human_evaluation,case_75_graderate,simple,Mistral,RAG,Terminology alignment,5.0,mistral__rag__run_01.png
main_human_evaluation,case_80_staff_member_class,medium,Mistral,Few-shot,Completeness,4.0,mistral__few_shot__run_01.png
main_human_evaluation,case_80_staff_member_class,medium,Mistral,Few-shot,Correctness,3.0,mistral__few_shot__run_01.png
main_human_evaluation,case_80_staff_member_class,medium,Mistral,Few-shot,Understandability,4.0,mistral__few_shot__run_01.png
main_human_evaluation,case_80_staff_member_class,medium,Mistral,Few-shot,Terminology alignment,4.0,mistral__few_shot__run_01.png
main_human_evaluation,case_80_staff_member_class,medium,Mistral,Few-shot,Completeness,5.0,mistral__few_shot__run_01.png
main_human_evaluation,case_80_staff_member_class,medium,Mistral,Few-shot,Correctness,4.0,mistral__few_shot__run_01.png
main_human_evaluation,case_80_staff_member_class,medium,Mistral,Few-shot,Understandability,5.0,mistral__few_shot__run_01.png
main_human_evaluation,case_80_staff_member_class,medium,Mistral,Few-shot,Terminology alignment,4.0,mistral__few_shot__run_01.png
main_human_evaluation,case_02_inventory,complex,DeepSeek R1 14B,Few-shot + Repair,Completeness,3.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,DeepSeek R1 14B,Few-shot + Repair,Correctness,3.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,DeepSeek R1 14B,Few-shot + Repair,Understandability,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,DeepSeek R1 14B,Few-shot + Repair,Terminology alignment,3.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,DeepSeek R1 14B,Few-shot + Repair,Completeness,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,DeepSeek R1 14B,Few-shot + Repair,Correctness,4.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,DeepSeek R1 14B,Few-shot + Repair,Understandability,3.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,DeepSeek R1 14B,Few-shot + Repair,Terminology alignment,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,Llama 3.1 8B Instruct,Few-shot + Repair,Completeness,3.0,llama_3_1_8b_instruct__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,Llama 3.1 8B Instruct,Few-shot + Repair,Correctness,3.0,llama_3_1_8b_instruct__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,Llama 3.1 8B Instruct,Few-shot + Repair,Understandability,5.0,llama_3_1_8b_instruct__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,Llama 3.1 8B Instruct,Few-shot + Repair,Terminology alignment,3.0,llama_3_1_8b_instruct__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,Llama 3.1 8B Instruct,Few-shot + Repair,Completeness,5.0,llama_3_1_8b_instruct__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,Llama 3.1 8B Instruct,Few-shot + Repair,Correctness,5.0,llama_3_1_8b_instruct__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,Llama 3.1 8B Instruct,Few-shot + Repair,Understandability,5.0,llama_3_1_8b_instruct__few_shot_repair__run_01.png
main_human_evaluation,case_02_inventory,complex,Llama 3.1 8B Instruct,Few-shot + Repair,Terminology alignment,5.0,llama_3_1_8b_instruct__few_shot_repair__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,DeepSeek R1 14B,Few-shot + Repair,Completeness,4.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,DeepSeek R1 14B,Few-shot + Repair,Correctness,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,DeepSeek R1 14B,Few-shot + Repair,Understandability,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,DeepSeek R1 14B,Few-shot + Repair,Terminology alignment,4.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,DeepSeek R1 14B,Few-shot + Repair,Completeness,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,DeepSeek R1 14B,Few-shot + Repair,Correctness,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,DeepSeek R1 14B,Few-shot + Repair,Understandability,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_12_business_process_outsourcing_bpo_management_system_2,medium,DeepSeek R1 14B,Few-shot + Repair,Terminology alignment,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,DeepSeek R1 14B,Few-shot + Repair,Completeness,2.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,DeepSeek R1 14B,Few-shot + Repair,Correctness,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,DeepSeek R1 14B,Few-shot + Repair,Understandability,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,DeepSeek R1 14B,Few-shot + Repair,Terminology alignment,4.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,DeepSeek R1 14B,Few-shot + Repair,Completeness,4.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,DeepSeek R1 14B,Few-shot + Repair,Correctness,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
main_human_evaluation,case_15_e_ticketing_for_bus,medium,DeepSeek R1 14B,Few-shot + Repair,Understandability,5.0,deepseek_r1_14b__few_shot_repair__run_01.png
