model,method,run_id,case_id,run_file,path,errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_15_e_ticketing_for_bus,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_15_e_ticketing_for_bus/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_16_weather_monitoring_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_16_weather_monitoring_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_28_ott_based_system_mini_reel,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_28_ott_based_system_mini_reel/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_32_e_visa_processing_and_follow_up_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_32_e_visa_processing_and_follow_up_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_33_farm_management_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_33_farm_management_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_34_green_rides,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_34_green_rides/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_37_online_quiz_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_37_online_quiz_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_41_video_suggestion_system,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_41_video_suggestion_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_47_safehome_security_function,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_47_safehome_security_function/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_51_process_sale,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_51_process_sale/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_52_microwave_oven,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_52_microwave_oven/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_60_atm_2,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_60_atm_2/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_65_plane,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_65_plane/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_67_atm_many_scenarios_1,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_67_atm_many_scenarios_1/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_70_atm_many_scenarios_7,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_70_atm_many_scenarios_7/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_75_graderate,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_75_graderate/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_78_class_campaign_version_2,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_78_class_campaign_version_2/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Qwen 2.5 7B Instruct,Zero-shot,open_source__qwen25_7b_instruct__zero_shot,case_80_staff_member_class,run_01.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__zero_shot/case_80_staff_member_class/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
