diagram_id,case_id,criterion,human_score,human_mean_score,human_rating_count,deepseek_score,llama_score,prometheus_score,generator_model,repair_strategy
diagram_b31e205102f3,case_46_digital_watch,understandability,4,4.0000,2,5,3,4,DeepSeek_R1_14B,baseline_repair
diagram_b31e205102f3,case_46_digital_watch,terminological_alignment,4,4.0000,2,5,5,4,DeepSeek_R1_14B,baseline_repair
diagram_a750a6fc981e,case_46_digital_watch,completeness,5,5.0000,1,5,5,3,DeepSeek_R1_14B,syntax_grounded_repair
diagram_a750a6fc981e,case_46_digital_watch,correctness,5,5.0000,1,5,4,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_a750a6fc981e,case_46_digital_watch,understandability,5,5.0000,1,5,5,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_a750a6fc981e,case_46_digital_watch,terminological_alignment,5,5.0000,1,5,5,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_bf6751fdac04,case_47_safehome_security_function,completeness,4,4.0000,1,4,4,4,Qwen_2.5_7B,syntax_grounded_repair
diagram_bf6751fdac04,case_47_safehome_security_function,correctness,5,5.0000,1,5,3,4,Qwen_2.5_7B,syntax_grounded_repair
diagram_bf6751fdac04,case_47_safehome_security_function,understandability,4,4.0000,1,5,5,3,Qwen_2.5_7B,syntax_grounded_repair
diagram_bf6751fdac04,case_47_safehome_security_function,terminological_alignment,5,5.0000,1,5,4,4,Qwen_2.5_7B,syntax_grounded_repair
diagram_6ab9a734586e,case_47_safehome_security_function,completeness,5,4.5000,2,5,4,4,DeepSeek_R1_14B,baseline_repair
diagram_6ab9a734586e,case_47_safehome_security_function,correctness,4,4.0000,2,5,3,4,DeepSeek_R1_14B,baseline_repair
diagram_6ab9a734586e,case_47_safehome_security_function,understandability,4,4.0000,2,5,5,4,DeepSeek_R1_14B,baseline_repair
diagram_6ab9a734586e,case_47_safehome_security_function,terminological_alignment,5,5.0000,2,5,4,4,DeepSeek_R1_14B,baseline_repair
diagram_f69cc3a905fd,case_47_safehome_security_function,completeness,4,4.0000,1,4,4,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_f69cc3a905fd,case_47_safehome_security_function,correctness,5,5.0000,1,5,3,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_f69cc3a905fd,case_47_safehome_security_function,understandability,5,5.0000,1,4,5,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_f69cc3a905fd,case_47_safehome_security_function,terminological_alignment,5,5.0000,1,4,4,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_d49cce056621,case_47_safehome_security_function,completeness,3,3.0000,2,5,4,5,Llama_3.1_8B,few_shot
diagram_d49cce056621,case_47_safehome_security_function,correctness,3,3.0000,2,5,3,5,Llama_3.1_8B,few_shot
diagram_d49cce056621,case_47_safehome_security_function,understandability,4,4.0000,2,5,5,5,Llama_3.1_8B,few_shot
diagram_d49cce056621,case_47_safehome_security_function,terminological_alignment,5,5.0000,2,5,4,4,Llama_3.1_8B,few_shot
diagram_64e4c4c9a9ea,case_51_process_sale,completeness,4,3.5000,2,4,4,4,Mistral,rag
diagram_64e4c4c9a9ea,case_51_process_sale,correctness,3,3.0000,2,3,3,4,Mistral,rag
diagram_64e4c4c9a9ea,case_51_process_sale,understandability,5,4.5000,2,5,4,4,Mistral,rag
diagram_64e4c4c9a9ea,case_51_process_sale,terminological_alignment,4,4.0000,2,5,5,4,Mistral,rag
diagram_89bcfcb84aa1,case_51_process_sale,completeness,5,5.0000,2,5,4,4,DeepSeek_R1_14B,few_shot
diagram_89bcfcb84aa1,case_51_process_sale,correctness,5,4.5000,2,5,3,5,DeepSeek_R1_14B,few_shot
diagram_89bcfcb84aa1,case_51_process_sale,understandability,5,5.0000,2,5,5,4,DeepSeek_R1_14B,few_shot
diagram_89bcfcb84aa1,case_51_process_sale,terminological_alignment,5,5.0000,2,5,4,4,DeepSeek_R1_14B,few_shot
diagram_abbe9b796d0b,case_51_process_sale,completeness,4,4.0000,2,4,4,4,Llama_3.1_8B,baseline_repair
diagram_abbe9b796d0b,case_51_process_sale,correctness,4,4.0000,2,5,3,4,Llama_3.1_8B,baseline_repair
diagram_abbe9b796d0b,case_51_process_sale,understandability,5,5.0000,2,5,5,4,Llama_3.1_8B,baseline_repair
diagram_abbe9b796d0b,case_51_process_sale,terminological_alignment,5,4.5000,2,5,4,4,Llama_3.1_8B,baseline_repair
diagram_18069852ccc5,case_51_process_sale,completeness,5,5.0000,1,4,4,4,Llama_3.1_8B,syntax_grounded_repair
diagram_18069852ccc5,case_51_process_sale,correctness,5,5.0000,1,5,3,4,Llama_3.1_8B,syntax_grounded_repair
diagram_18069852ccc5,case_51_process_sale,understandability,5,5.0000,1,5,4,4,Llama_3.1_8B,syntax_grounded_repair
diagram_18069852ccc5,case_51_process_sale,terminological_alignment,5,5.0000,1,5,5,4,Llama_3.1_8B,syntax_grounded_repair
diagram_8afd8fc972f9,case_52_microwave_oven,completeness,4,4.0000,2,4,4,3,DeepSeek_R1_14B,baseline_repair
diagram_8afd8fc972f9,case_52_microwave_oven,correctness,5,4.5000,2,4,3,4,DeepSeek_R1_14B,baseline_repair
diagram_8afd8fc972f9,case_52_microwave_oven,understandability,5,5.0000,2,5,5,4,DeepSeek_R1_14B,baseline_repair
diagram_8afd8fc972f9,case_52_microwave_oven,terminological_alignment,5,4.5000,2,5,4,4,DeepSeek_R1_14B,baseline_repair
diagram_2f62a7a70a24,case_52_microwave_oven,completeness,4,4.0000,1,4,4,,DeepSeek_R1_14B,syntax_grounded_repair
diagram_2f62a7a70a24,case_52_microwave_oven,correctness,3,3.0000,1,3,3,,DeepSeek_R1_14B,syntax_grounded_repair
diagram_2f62a7a70a24,case_52_microwave_oven,understandability,5,5.0000,1,5,4,,DeepSeek_R1_14B,syntax_grounded_repair
diagram_2f62a7a70a24,case_52_microwave_oven,terminological_alignment,5,5.0000,1,5,5,,DeepSeek_R1_14B,syntax_grounded_repair
diagram_e41fa2d8315d,case_54_weather_station_system,completeness,4,4.0000,2,5,4,4,DeepSeek_R1_14B,baseline_repair
diagram_e41fa2d8315d,case_54_weather_station_system,correctness,4,4.0000,2,5,3,5,DeepSeek_R1_14B,baseline_repair
diagram_e41fa2d8315d,case_54_weather_station_system,understandability,4,4.0000,2,5,5,4,DeepSeek_R1_14B,baseline_repair
diagram_e41fa2d8315d,case_54_weather_station_system,terminological_alignment,5,4.5000,2,5,4,4,DeepSeek_R1_14B,baseline_repair
diagram_d941dd436455,case_54_weather_station_system,completeness,5,5.0000,1,5,4,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_d941dd436455,case_54_weather_station_system,correctness,4,4.0000,1,4,3,5,DeepSeek_R1_14B,syntax_grounded_repair
diagram_d941dd436455,case_54_weather_station_system,understandability,4,4.0000,1,5,5,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_d941dd436455,case_54_weather_station_system,terminological_alignment,5,5.0000,1,5,4,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_d569774bb6e4,case_54_weather_station_system,completeness,3,3.0000,2,4,4,5,Llama_3.1_8B,baseline_repair
diagram_d569774bb6e4,case_54_weather_station_system,correctness,3,3.0000,2,5,3,4,Llama_3.1_8B,baseline_repair
diagram_d569774bb6e4,case_54_weather_station_system,understandability,5,4.5000,2,3,2,4,Llama_3.1_8B,baseline_repair
diagram_d569774bb6e4,case_54_weather_station_system,terminological_alignment,4,4.0000,2,5,5,4,Llama_3.1_8B,baseline_repair
diagram_35e83cef1b26,case_54_weather_station_system,completeness,5,5.0000,1,4,4,5,Llama_3.1_8B,syntax_grounded_repair
diagram_35e83cef1b26,case_54_weather_station_system,correctness,4,4.0000,1,5,3,5,Llama_3.1_8B,syntax_grounded_repair
diagram_35e83cef1b26,case_54_weather_station_system,understandability,4,4.0000,1,4,2,4,Llama_3.1_8B,syntax_grounded_repair
diagram_35e83cef1b26,case_54_weather_station_system,terminological_alignment,5,5.0000,1,5,5,4,Llama_3.1_8B,syntax_grounded_repair
diagram_6f7183d4bbbf,case_59_atm_1,completeness,2,2.0000,2,5,5,,Qwen_2.5_7B,baseline_repair
diagram_6f7183d4bbbf,case_59_atm_1,correctness,2,2.0000,2,5,4,,Qwen_2.5_7B,baseline_repair
diagram_6f7183d4bbbf,case_59_atm_1,understandability,2,1.5000,2,5,3,,Qwen_2.5_7B,baseline_repair
diagram_6f7183d4bbbf,case_59_atm_1,terminological_alignment,2,2.0000,2,5,5,,Qwen_2.5_7B,baseline_repair
diagram_efba21df0a1b,case_59_atm_1,completeness,5,5.0000,1,5,5,,Qwen_2.5_7B,syntax_grounded_repair
diagram_efba21df0a1b,case_59_atm_1,correctness,3,3.0000,1,5,4,,Qwen_2.5_7B,syntax_grounded_repair
diagram_efba21df0a1b,case_59_atm_1,understandability,3,3.0000,1,5,3,,Qwen_2.5_7B,syntax_grounded_repair
diagram_efba21df0a1b,case_59_atm_1,terminological_alignment,5,5.0000,1,5,5,,Qwen_2.5_7B,syntax_grounded_repair
diagram_66e6f5424b74,case_59_atm_1,completeness,5,4.5000,2,5,5,5,DeepSeek_R1_14B,baseline_repair
diagram_66e6f5424b74,case_59_atm_1,correctness,5,4.5000,2,5,4,5,DeepSeek_R1_14B,baseline_repair
diagram_66e6f5424b74,case_59_atm_1,understandability,5,5.0000,2,5,5,4,DeepSeek_R1_14B,baseline_repair
diagram_66e6f5424b74,case_59_atm_1,terminological_alignment,5,5.0000,2,5,5,4,DeepSeek_R1_14B,baseline_repair
diagram_e7b7696b4537,case_59_atm_1,completeness,5,4.5000,2,5,5,5,DeepSeek_R1_14B,syntax_grounded_repair
diagram_e7b7696b4537,case_59_atm_1,correctness,5,4.5000,2,5,4,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_e7b7696b4537,case_59_atm_1,understandability,5,5.0000,2,5,5,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_e7b7696b4537,case_59_atm_1,terminological_alignment,5,5.0000,2,5,5,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_a2fd142ede76,case_59_atm_1,completeness,2,2.0000,2,5,4,4,Llama_3.1_8B,baseline_repair
diagram_a2fd142ede76,case_59_atm_1,correctness,2,2.0000,2,3,2,3,Llama_3.1_8B,baseline_repair
diagram_a2fd142ede76,case_59_atm_1,understandability,4,3.5000,2,5,3,4,Llama_3.1_8B,baseline_repair
diagram_a2fd142ede76,case_59_atm_1,terminological_alignment,4,3.5000,2,5,5,4,Llama_3.1_8B,baseline_repair
diagram_66d9252ba6de,case_59_atm_1,completeness,5,5.0000,1,5,4,,Llama_3.1_8B,syntax_grounded_repair
diagram_66d9252ba6de,case_59_atm_1,correctness,5,5.0000,1,5,3,,Llama_3.1_8B,syntax_grounded_repair
diagram_66d9252ba6de,case_59_atm_1,understandability,5,5.0000,1,5,4,,Llama_3.1_8B,syntax_grounded_repair
diagram_66d9252ba6de,case_59_atm_1,terminological_alignment,5,5.0000,1,5,5,,Llama_3.1_8B,syntax_grounded_repair
diagram_3f89f70c8b5d,case_60_atm_2,completeness,4,4.0000,2,4,4,,Mistral,rag
diagram_3f89f70c8b5d,case_60_atm_2,correctness,4,4.0000,2,5,3,,Mistral,rag
diagram_3f89f70c8b5d,case_60_atm_2,understandability,5,5.0000,2,5,5,,Mistral,rag
diagram_3f89f70c8b5d,case_60_atm_2,terminological_alignment,4,3.5000,2,5,4,,Mistral,rag
diagram_503a41627b3d,case_60_atm_2,completeness,4,4.0000,2,5,4,3,DeepSeek_R1_14B,few_shot
diagram_503a41627b3d,case_60_atm_2,correctness,4,4.0000,2,5,3,4,DeepSeek_R1_14B,few_shot
diagram_503a41627b3d,case_60_atm_2,understandability,5,5.0000,2,5,5,3,DeepSeek_R1_14B,few_shot
diagram_503a41627b3d,case_60_atm_2,terminological_alignment,5,4.5000,2,5,4,4,DeepSeek_R1_14B,few_shot
diagram_db1f0a0013d6,case_60_atm_2,completeness,4,3.5000,2,3,4,5,Llama_3.1_8B,few_shot
diagram_db1f0a0013d6,case_60_atm_2,correctness,3,3.0000,2,5,3,5,Llama_3.1_8B,few_shot
diagram_db1f0a0013d6,case_60_atm_2,understandability,4,4.0000,2,5,5,4,Llama_3.1_8B,few_shot
diagram_db1f0a0013d6,case_60_atm_2,terminological_alignment,4,3.5000,2,5,4,4,Llama_3.1_8B,few_shot
diagram_631975827c02,case_65_plane,completeness,3,3.0000,2,5,4,5,Qwen_2.5_7B,rag
diagram_631975827c02,case_65_plane,correctness,3,2.5000,2,4,3,5,Qwen_2.5_7B,rag
diagram_631975827c02,case_65_plane,understandability,4,3.5000,2,5,4,4,Qwen_2.5_7B,rag
diagram_631975827c02,case_65_plane,terminological_alignment,2,2.0000,2,5,2,4,Qwen_2.5_7B,rag
diagram_95fa0f880935,case_65_plane,completeness,5,5.0000,2,4,4,4,Mistral,baseline_repair
diagram_95fa0f880935,case_65_plane,correctness,5,5.0000,2,2,3,4,Mistral,baseline_repair
diagram_95fa0f880935,case_65_plane,understandability,5,5.0000,2,5,5,4,Mistral,baseline_repair
diagram_95fa0f880935,case_65_plane,terminological_alignment,5,5.0000,2,5,4,4,Mistral,baseline_repair
diagram_9b7509093e07,case_65_plane,completeness,5,5.0000,1,4,4,4,Mistral,syntax_grounded_repair
diagram_9b7509093e07,case_65_plane,correctness,4,4.0000,1,3,3,5,Mistral,syntax_grounded_repair
diagram_9b7509093e07,case_65_plane,understandability,5,5.0000,1,5,5,4,Mistral,syntax_grounded_repair
diagram_9b7509093e07,case_65_plane,terminological_alignment,5,5.0000,1,5,4,4,Mistral,syntax_grounded_repair
diagram_ef178a36d7f5,case_67_atm_many_scenarios_1,completeness,4,3.5000,2,5,5,4,Qwen_2.5_7B,baseline_repair
diagram_ef178a36d7f5,case_67_atm_many_scenarios_1,correctness,4,4.0000,2,5,4,5,Qwen_2.5_7B,baseline_repair
diagram_ef178a36d7f5,case_67_atm_many_scenarios_1,understandability,3,3.0000,2,5,3,5,Qwen_2.5_7B,baseline_repair
diagram_ef178a36d7f5,case_67_atm_many_scenarios_1,terminological_alignment,4,4.0000,2,5,5,4,Qwen_2.5_7B,baseline_repair
diagram_b58376468e39,case_67_atm_many_scenarios_1,completeness,5,5.0000,1,5,5,4,Qwen_2.5_7B,syntax_grounded_repair
diagram_b58376468e39,case_67_atm_many_scenarios_1,correctness,3,3.0000,1,5,4,5,Qwen_2.5_7B,syntax_grounded_repair
diagram_b58376468e39,case_67_atm_many_scenarios_1,understandability,4,4.0000,1,5,3,4,Qwen_2.5_7B,syntax_grounded_repair
diagram_b58376468e39,case_67_atm_many_scenarios_1,terminological_alignment,5,5.0000,1,5,5,4,Qwen_2.5_7B,syntax_grounded_repair
diagram_2112f09f8019,case_67_atm_many_scenarios_1,completeness,4,4.0000,2,5,5,5,Llama_3.1_8B,few_shot
diagram_2112f09f8019,case_67_atm_many_scenarios_1,correctness,4,4.0000,2,5,4,5,Llama_3.1_8B,few_shot
diagram_2112f09f8019,case_67_atm_many_scenarios_1,understandability,5,5.0000,2,5,3,4,Llama_3.1_8B,few_shot
diagram_2112f09f8019,case_67_atm_many_scenarios_1,terminological_alignment,4,4.0000,2,5,5,4,Llama_3.1_8B,few_shot
diagram_8521fdb57250,case_70_atm_many_scenarios_7,completeness,4,4.0000,2,4,4,4,Qwen_2.5_7B,baseline_repair
diagram_8521fdb57250,case_70_atm_many_scenarios_7,correctness,5,5.0000,2,3,3,5,Qwen_2.5_7B,baseline_repair
diagram_8521fdb57250,case_70_atm_many_scenarios_7,understandability,5,5.0000,2,4,5,4,Qwen_2.5_7B,baseline_repair
diagram_8521fdb57250,case_70_atm_many_scenarios_7,terminological_alignment,4,4.0000,2,3,4,4,Qwen_2.5_7B,baseline_repair
diagram_9d4c78b4ab17,case_70_atm_many_scenarios_7,completeness,2,1.5000,2,3,2,,DeepSeek_R1_14B,baseline_repair
diagram_9d4c78b4ab17,case_70_atm_many_scenarios_7,correctness,2,2.0000,2,2,1,,DeepSeek_R1_14B,baseline_repair
diagram_9d4c78b4ab17,case_70_atm_many_scenarios_7,understandability,5,5.0000,2,5,5,,DeepSeek_R1_14B,baseline_repair
diagram_9d4c78b4ab17,case_70_atm_many_scenarios_7,terminological_alignment,5,5.0000,2,5,2,,DeepSeek_R1_14B,baseline_repair
diagram_77a31441aee9,case_70_atm_many_scenarios_7,completeness,3,3.0000,1,3,4,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_77a31441aee9,case_70_atm_many_scenarios_7,correctness,4,4.0000,1,4,2,5,DeepSeek_R1_14B,syntax_grounded_repair
diagram_77a31441aee9,case_70_atm_many_scenarios_7,understandability,5,5.0000,1,5,5,3,DeepSeek_R1_14B,syntax_grounded_repair
diagram_77a31441aee9,case_70_atm_many_scenarios_7,terminological_alignment,4,4.0000,1,5,4,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_9f2e5bdfe12c,case_75_graderate,completeness,3,3.0000,2,4,4,5,Qwen_2.5_7B,rag
diagram_9f2e5bdfe12c,case_75_graderate,correctness,2,2.0000,2,5,2,5,Qwen_2.5_7B,rag
diagram_9f2e5bdfe12c,case_75_graderate,understandability,4,3.5000,2,5,5,4,Qwen_2.5_7B,rag
diagram_9f2e5bdfe12c,case_75_graderate,terminological_alignment,4,4.0000,2,5,4,4,Qwen_2.5_7B,rag
diagram_a43e73bcd960,case_75_graderate,completeness,5,5.0000,2,5,4,4,Mistral,rag
diagram_a43e73bcd960,case_75_graderate,correctness,5,5.0000,2,5,2,5,Mistral,rag
diagram_a43e73bcd960,case_75_graderate,understandability,5,5.0000,2,5,5,5,Mistral,rag
diagram_a43e73bcd960,case_75_graderate,terminological_alignment,4,4.0000,2,5,4,5,Mistral,rag
diagram_7aab170208b6,case_75_graderate,completeness,5,5.0000,2,5,4,4,DeepSeek_R1_14B,few_shot
diagram_7aab170208b6,case_75_graderate,correctness,5,5.0000,2,5,3,5,DeepSeek_R1_14B,few_shot
diagram_7aab170208b6,case_75_graderate,understandability,5,5.0000,2,5,5,4,DeepSeek_R1_14B,few_shot
diagram_7aab170208b6,case_75_graderate,terminological_alignment,5,4.5000,2,5,4,5,DeepSeek_R1_14B,few_shot
diagram_59e92adae6ca,case_75_graderate,completeness,3,3.0000,2,4,4,5,Llama_3.1_8B,few_shot
diagram_59e92adae6ca,case_75_graderate,correctness,4,3.5000,2,5,2,5,Llama_3.1_8B,few_shot
diagram_59e92adae6ca,case_75_graderate,understandability,4,4.0000,2,5,5,4,Llama_3.1_8B,few_shot
diagram_59e92adae6ca,case_75_graderate,terminological_alignment,4,4.0000,2,5,4,4,Llama_3.1_8B,few_shot
diagram_3a5539be87c9,case_78_class_campaign_version_2,completeness,5,5.0000,2,5,4,5,Qwen_2.5_7B,rag
diagram_3a5539be87c9,case_78_class_campaign_version_2,correctness,4,4.0000,2,4,2,4,Qwen_2.5_7B,rag
diagram_3a5539be87c9,case_78_class_campaign_version_2,understandability,5,5.0000,2,3,3,4,Qwen_2.5_7B,rag
diagram_3a5539be87c9,case_78_class_campaign_version_2,terminological_alignment,4,4.0000,2,5,5,4,Qwen_2.5_7B,rag
diagram_2d69bd8b350f,case_78_class_campaign_version_2,completeness,5,5.0000,1,5,4,5,Mistral,syntax_grounded_repair
diagram_2d69bd8b350f,case_78_class_campaign_version_2,correctness,3,3.0000,1,5,3,5,Mistral,syntax_grounded_repair
diagram_2d69bd8b350f,case_78_class_campaign_version_2,understandability,3,3.0000,1,5,5,4,Mistral,syntax_grounded_repair
diagram_2d69bd8b350f,case_78_class_campaign_version_2,terminological_alignment,4,4.0000,1,5,4,4,Mistral,syntax_grounded_repair
diagram_c66ea01b7c33,case_78_class_campaign_version_2,completeness,4,4.0000,2,4,4,4,DeepSeek_R1_14B,few_shot
diagram_c66ea01b7c33,case_78_class_campaign_version_2,correctness,5,4.5000,2,5,2,5,DeepSeek_R1_14B,few_shot
diagram_c66ea01b7c33,case_78_class_campaign_version_2,understandability,5,5.0000,2,5,5,4,DeepSeek_R1_14B,few_shot
diagram_c66ea01b7c33,case_78_class_campaign_version_2,terminological_alignment,5,5.0000,2,4,4,5,DeepSeek_R1_14B,few_shot
diagram_5cdb884d9bae,case_80_staff_member_class,completeness,5,4.5000,2,4,4,5,Mistral,baseline_repair
diagram_5cdb884d9bae,case_80_staff_member_class,correctness,4,4.0000,2,5,2,4,Mistral,baseline_repair
diagram_5cdb884d9bae,case_80_staff_member_class,understandability,4,4.0000,2,4,5,4,Mistral,baseline_repair
diagram_5cdb884d9bae,case_80_staff_member_class,terminological_alignment,4,4.0000,2,5,4,4,Mistral,baseline_repair
diagram_5ab4518d7115,case_80_staff_member_class,completeness,5,5.0000,1,4,4,5,Mistral,syntax_grounded_repair
diagram_5ab4518d7115,case_80_staff_member_class,correctness,4,4.0000,1,3,3,4,Mistral,syntax_grounded_repair
diagram_5ab4518d7115,case_80_staff_member_class,understandability,4,4.0000,1,4,5,4,Mistral,syntax_grounded_repair
diagram_5ab4518d7115,case_80_staff_member_class,terminological_alignment,5,5.0000,1,4,4,4,Mistral,syntax_grounded_repair
diagram_4e897edb01c1,case_80_staff_member_class,completeness,5,4.5000,2,5,4,,DeepSeek_R1_14B,baseline_repair
diagram_4e897edb01c1,case_80_staff_member_class,correctness,5,4.5000,2,5,3,,DeepSeek_R1_14B,baseline_repair
diagram_4e897edb01c1,case_80_staff_member_class,understandability,5,5.0000,2,5,5,,DeepSeek_R1_14B,baseline_repair
diagram_4e897edb01c1,case_80_staff_member_class,terminological_alignment,5,4.5000,2,5,4,,DeepSeek_R1_14B,baseline_repair
diagram_f966f7b40b98,case_80_staff_member_class,completeness,4,4.0000,1,5,4,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_f966f7b40b98,case_80_staff_member_class,correctness,5,5.0000,1,5,3,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_f966f7b40b98,case_80_staff_member_class,understandability,5,5.0000,1,5,5,4,DeepSeek_R1_14B,syntax_grounded_repair
diagram_f966f7b40b98,case_80_staff_member_class,terminological_alignment,4,4.0000,1,5,4,4,DeepSeek_R1_14B,syntax_grounded_repair
