model,method,run_id,case_id,initial_plantuml_valid,final_plantuml_valid,initial_structural_valid,final_structural_valid,repair_success,validity_recovered,structurally_improved,structurally_worsened,unchanged_violation_count,initial_violation_count,final_violation_count,violation_reduction,violation_reduction_percent,regressed_new_violation_type,new_violation_type_count,new_violation_types,eliminated_violation_types,attempted_repair_iterations,accepted_repair_iterations,added_states_count,deleted_states_count,added_transitions_count,deleted_transitions_count,added_transition_edges_count,deleted_transition_edges_count,modified_transition_labels_count,total_graph_change_count,added_states,deleted_states,initial_path,final_path
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_46_digital_watch,True,True,False,False,False,False,True,False,False,2,1,1,50.0,True,1,multiple_initial_states,missing_final_state;unreachable_states,5,2,0,0,3,2,3,2,0,5,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_46_digital_watch/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_46_digital_watch/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_47_safehome_security_function,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_47_safehome_security_function/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_47_safehome_security_function/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_51_process_sale,True,True,False,True,True,True,True,False,False,1,0,1,100.0,False,0,,missing_final_state,1,1,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_51_process_sale/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_51_process_sale/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_52_microwave_oven,True,True,False,False,False,False,False,False,True,2,2,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_52_microwave_oven/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_52_microwave_oven/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_54_weather_station_system,True,True,False,True,True,True,True,False,False,2,0,2,100.0,False,0,,missing_final_state;multiple_initial_states,3,3,0,0,0,1,0,1,0,1,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_54_weather_station_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_54_weather_station_system/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_59_atm_1,True,True,False,True,True,True,True,False,False,2,0,2,100.0,False,0,,missing_final_state;unreachable_states,1,1,0,0,1,1,1,1,0,2,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_59_atm_1/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_59_atm_1/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_60_atm_2,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_60_atm_2/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_60_atm_2/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_65_plane,True,True,False,False,False,False,False,False,True,2,2,0,0.0,True,2,invalid_choice_guards;multiple_initial_states,invalid_choice_node;unreachable_states,5,1,0,0,1,1,1,1,0,2,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_65_plane/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_65_plane/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_67_atm_many_scenarios_1,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_67_atm_many_scenarios_1/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_67_atm_many_scenarios_1/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_70_atm_many_scenarios_7,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_70_atm_many_scenarios_7/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_70_atm_many_scenarios_7/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_75_graderate,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_75_graderate/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_75_graderate/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_78_class_campaign_version_2,True,True,False,False,False,False,True,False,False,94,3,91,96.81,True,1,unreachable_states,missing_final_state;missing_initial_state,5,1,9,90,15,0,15,0,0,114,ActivateCampaign;AdjustCampaign;ArchiveCampaign;CompleteCampaign;MarkCampaignAsPaid;PayCampaign;PrepareAdverts;ScheduleAdverts;WaitForBalance,J10;J11;J12;J13;J14;J15;J16;J17;J18;J19;J2;J20;J21;J22;J23;J24;J25;J26;J27;J28;J29;J3;J30;J31;J32;J33;J34;J35;J36;J37;J38;J39;J4;J40;J41;J42;J43;J44;J45;J46;J47;J48;J49;J5;J50;J51;J52;J53;J54;J55;J56;J57;J58;J59;J6;J60;J61;J62;J63;J64;J65;J66;J67;J68;J69;J7;J70;J71;J72;J73;J74;J75;J76;J77;J78;J79;J8;J80;J81;J82;J83;J84;J85;J86;J87;J88;J89;J9;J90;J91,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_78_class_campaign_version_2/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_78_class_campaign_version_2/run_01.puml
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_80_staff_member_class,True,True,False,False,False,False,True,False,False,3,2,1,33.33,False,0,,missing_final_state,5,1,0,0,2,0,2,0,0,2,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_80_staff_member_class/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_80_staff_member_class/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_01_healthcare_portal,True,True,False,False,False,False,True,False,False,5,2,3,60.0,False,0,,invalid_choice_node;missing_final_state,5,2,5,4,11,6,8,3,3,29,DamagedParts;ExpiryNotification;ServiceCenterHome;ServiceCenterLogin;ServiceCenterVerification,CarOwnerRegistration;OwnerJoin;PortalChoice3;Updating parts Information,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_01_healthcare_portal/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_01_healthcare_portal/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_02_inventory,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_02_inventory/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_02_inventory/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_12_business_process_outsourcing_bpo_management_system_2,True,True,False,False,False,False,True,False,False,3,2,1,33.33,False,0,,invalid_choice_node,5,1,2,0,2,1,2,1,0,5,Checking;Enter username and password,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_12_business_process_outsourcing_bpo_management_system_2/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_15_e_ticketing_for_bus,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_15_e_ticketing_for_bus/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_15_e_ticketing_for_bus/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_16_weather_monitoring_system,True,True,False,False,False,False,True,False,False,4,3,1,25.0,False,0,,,5,1,1,0,1,0,1,0,0,2,Presc,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_16_weather_monitoring_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_16_weather_monitoring_system/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_18_digidoclocker,True,True,False,False,False,False,False,False,True,2,2,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_18_digidoclocker/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_18_digidoclocker/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_28_ott_based_system_mini_reel,True,True,False,False,False,False,False,False,True,5,5,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_28_ott_based_system_mini_reel/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_28_ott_based_system_mini_reel/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_32_e_visa_processing_and_follow_up_system,True,True,False,True,True,True,True,False,False,1,0,1,100.0,False,0,,multiple_initial_states,1,1,0,0,1,0,1,0,0,1,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_32_e_visa_processing_and_follow_up_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_32_e_visa_processing_and_follow_up_system/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_33_farm_management_system,True,True,False,True,True,True,True,False,False,1,0,1,100.0,False,0,,multiple_initial_states,1,1,0,0,1,0,1,0,0,1,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_33_farm_management_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_33_farm_management_system/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_34_green_rides,True,True,False,False,False,False,True,False,False,3,2,1,33.33,True,1,multiple_initial_states,missing_initial_state;orphan_states,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_34_green_rides/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_34_green_rides/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_37_online_quiz_system,True,True,False,False,False,False,True,False,False,4,1,3,75.0,False,0,,duplicate_transitions;invalid_choice_guards;invalid_choice_node,5,3,4,3,8,7,8,7,0,22,BuyGetBooks;DisplayBookAmount;GetEnterMemberID;ObtainBooks,Display Book Amount;Enter Book_ID;Obtain Books,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_37_online_quiz_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_37_online_quiz_system/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_39_website_development,True,True,False,False,False,False,True,False,False,3,2,1,33.33,False,0,,orphan_states,5,1,1,4,2,1,2,1,0,8,User,ApplicationForm;Photos;Updates;Videos,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_39_website_development/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_39_website_development/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_41_video_suggestion_system,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_41_video_suggestion_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_41_video_suggestion_system/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_45_alarm_clock,True,True,False,False,False,False,False,False,True,2,2,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_45_alarm_clock/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_45_alarm_clock/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_46_digital_watch,True,True,False,False,False,False,False,False,True,2,2,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_46_digital_watch/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_46_digital_watch/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_47_safehome_security_function,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_47_safehome_security_function/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_47_safehome_security_function/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_51_process_sale,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_51_process_sale/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_51_process_sale/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_52_microwave_oven,True,True,False,False,False,False,False,False,True,2,2,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_52_microwave_oven/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_52_microwave_oven/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_54_weather_station_system,True,True,False,False,False,False,False,False,True,2,2,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_54_weather_station_system/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_54_weather_station_system/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_59_atm_1,True,True,False,False,False,False,False,False,True,2,2,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_59_atm_1/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_59_atm_1/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_60_atm_2,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_60_atm_2/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_60_atm_2/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_65_plane,True,True,False,True,True,True,True,False,False,1,0,1,100.0,False,0,,missing_final_state,1,1,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_65_plane/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_65_plane/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_67_atm_many_scenarios_1,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_67_atm_many_scenarios_1/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_67_atm_many_scenarios_1/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_70_atm_many_scenarios_7,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_70_atm_many_scenarios_7/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_70_atm_many_scenarios_7/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_75_graderate,True,True,True,True,True,False,False,False,True,0,0,0,0.0,False,0,,,0,0,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_75_graderate/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_75_graderate/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_78_class_campaign_version_2,True,True,False,False,False,False,False,False,True,2,2,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_78_class_campaign_version_2/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_78_class_campaign_version_2/run_01.puml
Mistral,RAG + Repair,open_source__mistral__rag_validation_generator_critic_repair,case_80_staff_member_class,True,True,False,True,True,True,True,False,False,2,0,2,100.0,False,0,,duplicate_transitions;missing_final_state,2,2,1,0,1,0,1,0,0,2,LoggedOut,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_80_staff_member_class/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag_validation_generator_critic_repair/case_80_staff_member_class/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_01_healthcare_portal,True,True,False,True,True,True,True,False,False,2,0,2,100.0,False,0,,missing_final_state;multiple_initial_states,2,2,0,0,19,0,19,0,0,19,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_01_healthcare_portal/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_01_healthcare_portal/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_02_inventory,True,True,False,False,False,False,True,False,False,2,1,1,50.0,False,0,,missing_final_state,5,1,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_02_inventory/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_02_inventory/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_12_business_process_outsourcing_bpo_management_system_2,True,True,False,False,False,False,False,False,True,1,1,0,0.0,False,0,,,5,5,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_12_business_process_outsourcing_bpo_management_system_2/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml
Qwen 2.5 7B Instruct,RAG + Repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair,case_15_e_ticketing_for_bus,True,True,False,False,False,False,True,False,False,2,1,1,50.0,False,0,,duplicate_transitions,5,4,0,0,0,0,0,0,0,0,,,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_15_e_ticketing_for_bus/run_01.initial.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_15_e_ticketing_for_bus/run_01.puml
